,data
730,"The IDI Covid Task Force guarantees the booster vaccine is safe from side effects,,, Keep on Prokes https://t.co/1lQhgzFS11"
731,"@NurdinPurnomo2 @RioBudiawan IDI Covid Task Force Guarantees Booster Vaccines Are Safe From Side Effects
Keep on Prokes https://t.co/b3WPmkBdo1"
732,Covid Task Force Guaranteed Safe Booster Vaccine From Side Effects Still Maintain Prokes https://t.co/IC3WPeMcqd
733,"The IDI COVID Task Force guarantees the Booster vaccine is safe from side effects.

Keep Prokes https://t.co/7trc9bGTgt"
734,"Yeay, the 2nd phase of the vaccine has been completed
Covid-19 vaccine story - sinovac

Experienced side effects:"
735,"#Covid-19 Vaccine Can Cause Covid Arm Side Effects, Is It Dangerous for the Skin? - https://t.co/LvPthhL83H #Covid… https://t.co/82XH9p9KoB"
736,"Next month babeh will be vaccinated against covid19, hopefully there won't be any side effects bro :)"
737,"@jokowi Afternoon Mr. President, sir, our family is PERMISSION NOT TO FOLLOW THE COVID19 VACCINATION because we ALREADY USED… https://t.co/lh7zlsqEIU"
738,"Is this effect in Vaccine??
What are the benefits of failure to show off??

Why are you proud of failure?

just dr. Bangar… https://t.co/NMMv1gRSVB"
739,What are the side effects of the COVID-19 vaccine? anyone vaccinated?
740,"Alhamdulillah, smooth and without any effect.....Covid19 vaccine #VaksinCovid19 #vaksinsemarang #semaranghebat… https://t.co/EOq1nGBZoP"
741,"WHO Approves Compensation Fund for Side Effects of COVAX Vaccine for Covid-19 https://t.co/APT5feVedH

#WHO #COVAX #vaccine #COVID19"
742,"@jokowi If you want to give it to the people, the BEST PROVEN 100% CAN PROTECT THE PEOPLE FROM THE VIRUS COVID19 &amp; DERIVATIVE MUTATIONS… https://t.co/TViUz4dUPU"
743,"7 Important Information about the Covid-19 Vaccine, from Side Effects to the Risk of Infecting Diseases… https://t.co/MLeRW3VyL3"
744,"Don't be afraid, these 3 side effects are a sign that your Covid-19 vaccine is working https://t.co/FovmnTZnMw
#side effects #vaccination #covid19"
745,"Kadinkes Tangerang: no serious side effects after Covid19 vaccination
#vaccin #sinovachalal #vaksìncovid19… https://t.co/CEaDZtmPcn"
746,Several ways can be done to reduce the side effects of the #covid19 vaccine. Internal medicine experts share their tips. Ba… https://t.co/E2aktAHALH
747,"@jokowi When you make a decision, the first thing you have to think about = WHAT IS THE WORST EFFECTS OF COB Vaccines
Vid19, DON'T LOOK… https://t.co/1Z45KLosZm"
748,"@PDI_Perjuangan Mrs. MEGAWATI, how come Jokowi arbitrarily FORCED &amp; Threatening people who don't want to be vaccinated with PERPRES 14 20… https://t.co/pB9Qm52Ttn"
749,Several ways can be done to reduce the side effects of the #covid19 vaccine. Internal medicine experts share their tips. Ba… https://t.co/VB1NTNekRw
750,"Vaccination
for
handling the COVID-19 pandemic
Will bring two effects

namely the effect on the individual
and
Also efe… https://t.co/wWxgyBvn49"
751,#detiknetwork #CNNIndonesia Several ways can be done to reduce the side effects of the #covid19 vaccine. The expert… https://t.co/rMet0jAi0c
752,Several ways can be done to reduce the side effects of the #covid19 vaccine. Internal medicine experts share their tips. Ba… https://t.co/SuT29Mzb89
753,"Reduce the Side Effects of the Covid-19 Vaccine, Here are Some Tips from Internal Medicine Specialists… https://t.co/1watgxzP9H"
754,Doctor's advice if you experience Covid-19 vaccine side effects https://t.co/D6pUr7Yo9n #gaya Hidup and did you know we… https://t.co/f4syETbP2m
755,The Presidential Regulation on Covid-19 Vaccination stipulates sanctions and compensation for those who experience disabilities due to the Covid-19 vaccine… https://t.co/Y2m4K4J1dV
756,"@JhonaMerah VERY TRUE, FORCED WHEN VACCINE IS GUARANTEED 100% PROTECTED &amp; CAN CURE COVID19 &amp; PNEUMONIA &amp; BA… https://t.co/JtkdQl2lb5"
757,@PDI_Perjuangan please pass it on to MEGAWATI's mother spy watch this video and tell Pak Jokowi about the horrifying effect of the v… https://t.co/28MLXR3f6c
758,"let's make it a success together with the covid19 vaccine program, because this is not done only in our country but always… https://t.co/vKIhLiusWP"
759,"West Seram Police Chief (SBB), Maluku AKBP Bayu Tarida Butar Butar claimed to be healthy and did not feel any side effects https://t.co/XTMIhbrTy0"
760,"2/
Several other #COVID19 vaccine brands including CoronaVac (Sinovac), are not listed in the table. But it has an effect… https://t.co/aEl71HjYC2"
761,"What is the relationship between the Covid-19 Vaccine and
1. Free
2. Honesty of the recipient
3. Result/effect
Please enlighten."
762,"Seven Questions About #SputnikV, #Russia's First #COVID19 Vaccine🇷🇺

How many countries bought it and what… https://t.co/9rke9edUj3"
763,"@jokowi Evening Mr President, here is a video of the research on the effects of the COVID-19 VACCINE on the COVID19 Virus on people who are vaccinated.… https://t.co/3mT1ptn3Wj"
764,RI Ministry of Health: No One Experienced the Side Effects of the Covid-19 Vaccine https://t.co/yH8K2oXyl6 #timesindonesia #ketahananinformation #hariibu
765,"Sinovac COVID-19 Vaccine Injected, Director of Siak Hospital Claims Not to Feel Any Effect - https://t.co/KKpEkNnfnE -… https://t.co/QD9UP87oTK"
766,"Sinovac COVID-19 Vaccine Injected, Director of Siak Hospital Admits He Didn't Feel Any Effect https://t.co/5pyovgIdYd"
767,"Covid-19 Vaccine Injected, Majalengka Police Chief: No Effect https://t.co/i7MqBGmvac #timesindonesia #ketahananinformation #hariibu"
768,"Pati, https://t.co/F73HKt1Ygv - According to schedule, the Covid-19 vaccination program will soon be targeting residents… https://t.co/BTAISCncX6"
769,"Explanation of the Side Effects of the Covid-19 Vaccine on the Elderly and Schedule for April 14, 2021 in Balikpapan… https://t.co/DKdIcL0oUt"
770,"There are a number of side effects after the #Covid19 vaccination, such as pain at the injection site or fever. For those of you who… https://t.co/lNh9zqnBdE"
771,"#IDNTimesInfographic - So what are the side effects? And how to solve it?

Also read the full article… https://t.co/h2LgXPfwAP"
772,"#IDNTimesInfographic - Have you had your turn for the COVID-19 vaccination yet? If you have, stay disciplined with the health protocol… https://t.co/G8YKArpv44"
773,"After receiving an injection of the Covid-19 vaccine, it is natural to feel side effects. What are the side effects? Read selen… https://t.co/f7mHH0Rxk0"
774,"After receiving an injection of the Covid-19 vaccine, it is natural to feel side effects. What are the side effects? Read selen… https://t.co/DF7Bv9PL1Y"
775,"@ramayanti81 @jokowi The use of halal vaccines against the C19 pandemic synergizes with herbs, vitamins will be effective against… https://t.co/MivvdDlDIK"
776,"There are a number of side effects after the #Covid19 vaccination, such as pain at the injection site or fever. For those of you who… https://t.co/LozVvf1cMJ"
777,"Every week when we talk to parents in Indonesia, it is always close to health and work. But… https://t.co/8qimPAAAA8i"
778,Thank God I don't feel the side effects of the Covid19 vaccine https://t.co/CNyIAiqmwh
779,"There are a number of side effects after the #Covid19 vaccination, such as pain at the injection site or fever. For those of you who… https://t.co/nQU4mKrWSj"
780,"The administration of the AstraZeneca vaccine has already begun. So do you know how the side effects after vaccination?

Sim… https://t.co/u6k20QLpcI"
781,"@NataliusPigai2 @jokowi in VACCINE can still be STICKED &amp; TRANSMIT COVID-19 and get SIDE EFFECTS.
ALWAYS GK VACCINE… https://t.co/444xoFFvcl"
782,"With the Covid-19 vaccine, it is hoped that the Covid-19 pandemic will end. However, it is necessary to know that the covid19 vaccine… https://t.co/e2QXXou6t8"
783,"There are a number of side effects after the #Covid19 vaccination, such as pain at the injection site or fever. For those of you who… https://t.co/SMeWe4nsYG"
784,"@jokowi, if there are side effects due to the COVID19 vaccine, any MONEY COMPENSATION DOES NOT MEAN. https://t.co/JumJ9zfUNQ"
785,https://t.co/E8V31fJNSm
786,"Spokesperson for the Covid-19 Handling Task Force, Wiku Adisasmito Says, the government ensures the AstraZeneca Covid-19 vaccine is… https://t.co/09ERf82mkw"
787,Task Force: Covid-19 Vaccine Safe to Use and Minimal Side Effects https://t.co/4RrAxklwEl https://t.co/wFNtm5gQss
788,Many people are still skeptical of the Covid-19 vaccine and have not registered because they are afraid of the side effects… https://t.co/BuOT96yJmz
789,"Covid-19 Vaccine.
Thank God, after the vaccine, there were no significant side effects, it just felt a little sore at the injection site… https://t.co/uOWw62LSpG"
790,"MUI TUDING Pig enzymes !
Covid19 vaccine manufacturer ExtraZeneca denies using pork material.
Where did it come from… https://t.co/dNCU9qFT2t"
791,"Just test volunteers who use the Sinovac vaccine, 95 people have even been declared to have COVID19, while this vaccine is actually a bit… https://t.co/14mzY93mj9"
792,Covid19 Vaccine Manufacturer ExtraZeneca denies using pork/other animal-derived products and where do they come from… https://t.co/jgWqfoXRX4
793,10 Unreasonable Side Effects of Covid-19 Vaccine Injections #Side Effects of #Vaccine #Covid19 https://t.co/eiEFIHqdth
794,"President @jokowi's government awaits WHO information regarding the effects of the AstraZeneca vaccine, BPOM recommends the covi… https://t.co/WWN4OVruKV"
795,FYI guys: The benefits of this vaccine in inhibiting the spread of the Covid-19 virus are greater than the side effects… https://t.co/RrMT7LpROP
796,"A total of 15 countries in Europe have suspended permits for the use of the AstraZeneca vaccine, due to reports of freezing… https://t.co/6VAcvu9wup"
797,"@AdibHidayat If I believe in covid19, but refuse vaccines.
And many are like me. Those who are still afraid of the j… https://t.co/XinRjEkHZ7"
798,"There are a number of side effects after the #Covid19 vaccination, such as pain at the injection site or fever. For those of you who… https://t.co/NG1MQK8D4q"
799,"Sinopharm Vaccine Side Effects
#vaccincovid19 #COVID19AB #COVID19 #TVRI #TVRINews https://t.co/tdaqrpcSP4"
800,"There are a number of side effects after the #Covid19 vaccination, such as pain at the injection site or fever. For you y… https://t.co/jnvql90HuE"
801,"#Latest news
The Government Ensures the Covid-19 Vaccine Has Minimal Side Effects

More: https://t.co/9XviyAjAoT"
802,"Get to know the difference between vaccine side effects and COVID-19 symptoms
https://t.co/Y8aXZBHoD7"
803,"All types of Covid-19 vaccines used in the national vaccination program are ensured to be safe, efficacious and minimally effective. https://t.co/mfpt5eiyH6"
804,Israeli Study Examines Alleged Cardiac Inflammation as a Side Effect in Recipients of Pfizer's Covid-19 Vaccine… https://t.co/iMlmqRCOhi
805,"""College-age women may have a unique risk for side effects. According to the CDC, all cases of blood clots that… https://t.co/e8femBZlaN"
806,"Against the pandemic, Jokowi ensures that the COVID-19 vaccine has minimal side effects. https://t.co/BbS7LdcuTr"
807,Jokowi conveys that the COVID-19 vaccine has minimal side effects. https://t.co/4ONVCjNGNs
808,"There are a number of side effects after the #Covid19 vaccination, such as pain at the injection site or fever. For those of you who… https://t.co/qsEmV6xH12"
809,#COVID19 #This vaccine is not the effect of a tired vaccine but the effect of queuing https://t.co/us6qcFiLhG
810,"The government ensures that the Covid-19 vaccine has minimal side effects.
#Jokowi
#FightPandemic
#IndonesiaMaju https://t.co/p7dZvOsqS4"
811,"All types of Covid-19 vaccines used in the national vaccination program are ensured to be safe, efficacious and minimally effective. https://t.co/0AkFsmCZEH"
812,The government ensures that the COVID-19 vaccine has minimal side effects. https://t.co/tB2Zc1lf69
813,"All types of Covid-19 vaccines used in the national vaccination program are ensured to be safe, efficacious and minimal… https://t.co/UDQPY0IRw5"
814,The government ensures that the COVID-19 vaccine has few side effects. https://t.co/7D65OOsyK1
815,The government ensures that the covid-19 vaccine has minimal side effects https://t.co/PE5ZITFdEv
816,"The Covid-19 vaccine has minimal side effects.

#IndonesiaMaju
#Jokowi
#Jokowidodo https://t.co/udEeNDDTJc"
817,"The government ensures that the Covid-19 vaccine has minimal side effects. If there are complaints from the public, please report them to the nearest fax… https://t.co/WIavfcaPCL"
818,"The government ensures that the Covid-19 vaccine has minimal side effects

If side effects are found, the public is asked to report k… https://t.co/hD1E5MgCFZ"
819,"#Latest news
The Government Ensures the Covid-19 Vaccine Has Minimal Side Effects

More: https://t.co/9XviyAjAoT"
820,"Long-term protective effect of Covid-19 vaccine is still in doubt, booster dose is needed https://t.co/b0vYrB2JmF… https://t.co/xTCkdePBPg"
821,"@adelian_n it's the effect of injecting the vaccine, the arm feels sore and the body feels weak but it's safe, instead the injection is… https://t.co/XBFL4O7C7e"
822,"The Side Effects of the Covid-19 Vaccine in Jepara are Claimed to be Very Minimal.

For more details click the following link.
#jepara… https://t.co/bj13MIe6K3"
823,"There are a number of side effects after the #Covid19 vaccination, such as pain at the injection site or fever. For those of you who… https://t.co/Hph6xp1fyi"
824,"#updateblog #vaccincovid-19
Process of the Covid-19 Vaccine and Herd Immunity. Covid-19 Vaccination Process and Beware of Effects… https://t.co/xejo1oBA8p"
825,#Study: Covid-19 Vaccine Side Effects Trigger Herpes Infection - https://t.co/XMqYJtDgjE #Covid #Covid19 https://t.co/VVWoQIhJJx
826,Most Covid-19 Vaccine Manufacturers are Protected from Side Effects https://t.co/dChGGItIL9 https://t.co/nG7LS6FusC
827,"Some people experience mild side effects after vaccination. But if you feel prolonged pain,… https://t.co/Wnpr8KK9g3"
828,"@piskaaws don't be afraid of vaccines, vaccines are safe and have many benefits, one of which is forming our body's immune to make it immune… https://t.co/XM5ortX8O1"
829,Hi SohIB! Some people experience mild side effects after vaccination. But if SohIB feels severe pain https://t.co/atNRbCBCvf
830,"@f1estaame Fight your fear, sis.... Vaccines have many benefits, one of which is increasing the body's immune so that it doesn't… https://t.co/gk2goegywB"
831,"@singularityyx_ Even though injecting vaccines has many benefits, sis, one of which is to increase the body's immune system so that it prevents… https://t.co/jVAEH3Pcr8"
